indexInPlaylistFile|song_id|song_name|artist_name|popularity|acousticness|energy|liveness|tempo|speechiness|instrumentalness|time_signature|danceability|key|duration_ms|loudness|valence|mode|playlist|old_playlist|count
142|25C5CowdsfXld2jJanbiex|Sorry Not Sorry|Demi Lovato|20|0.0252|0.638|0.256|144.084|0.238|0|4|0.701|11|203760|-6.889|0.868|0|sad|breakup|4
143|5O2P9iiztwhomNh8xkR9lJ|Night Changes|One Direction|76|0.859|0.52|0.115|120.001|0.0353|0|4|0.672|8|226600|-7.747|0.37|1|sad|breakup|3
144|5jlsg7onynIipVy5krMaRZ|Hair|Little Mix|65|0.00623|0.835|0.843|153.956|0.0487|1.68E-06|4|0.712|7|233827|-4.676|0.741|1|sad|breakup|1
145|2Bs4jQEGMycglOfWPBqrVG|Steal My Girl|One Direction|73|0.00433|0.768|0.114|77.217|0.0347|0|4|0.536|10|228133|-5.948|0.545|0|sad|breakup|2
146|5ZnJsoJGkQ5K15W7Rcr5JO|No More Sad Songs|Little Mix|14|0.0771|0.782|0.302|102.032|0.0469|4.71E-06|4|0.709|7|225253|-3.526|0.728|0|sad|breakup|1
147|5UzTtUZper0CphnqZYvsIu|Young And Beautiful|Lana Del Rey|36|0.245|0.426|0.108|114.553|0.0382|8.23E-06|4|0.319|11|236053|-8.929|0.159|0|sad|breakup|2
148|6HbI4e2Y2f6HYVV6r04M4W|All I Ask|Adele|72|0.889|0.28|0.124|141.899|0.0283|0|4|0.592|4|271800|-5.494|0.348|1|sad|breakup|1
149|5vQODS54jMwmzubTg8lbTe|Fix A Heart|Demi Lovato|16|0.577|0.477|0.0906|160.572|0.0532|0|3|0.487|0|193040|-7.891|0.461|1|sad|breakup|1
150|61707mcFfjlHcedjmRCr1L|Best Mistake|Ariana Grande|31|0.546|0.578|0.112|143.867|0.449|0|4|0.654|6|233733|-6.897|0.233|1|sad|breakup|1
151|45hOioMDJktr86iKDHC8gr|Girlfriend|Avril Lavigne|54|0.000738|0.959|0.209|163.983|0.102|0.000206|4|0.56|7|216600|-2.433|0.67|1|sad|breakup|1
152|2ZBNclC5wm4GtiWaeh0DMx|Single Ladies (Put a Ring on It)|Beyonc|65|0.0383|0.584|0.188|193.437|0.296|0|4|0.426|1|193213|-5.293|0.272|1|sad|breakup|1
153|0iGckQFyv6svOfAbAY9aWJ|Hot N Cold|Katy Perry|69|7.95E-05|0.841|0.0688|132.032|0.0418|0|4|0.706|7|220227|-3.956|0.861|1|sad|breakup|1
154|7F9vK8hNFMml4GtHsaXui6|Back to You (feat. Bebe Rexha & Digital Farm Animals)|Louis Tomlinson|80|0.207|0.53|0.394|75.016|0.142|0|4|0.683|5|190428|-4.918|0.645|0|sad|breakup|1
155|6MjiVEJy1YVuJNFu72OH61|Bad Romance|Lady Gaga|30|0.00264|0.919|0.062|119.002|0.0381|4.1E-05|4|0.695|0|294640|-3.769|0.717|1|sad|breakup|1
156|4Q0aYLHFOadFypiCpv4Rb7|Another Man (feat. Megan Joy)|Itch|36|0.0082|0.941|0.246|148.06|0.117|0|4|0.536|11|188167|-3.8|0.799|0|sad|breakup|1
157|0lupJBVy4UQrvI4Oy3PvI7|Big Girls Don't Cry (Personal)|Fergie|66|0.205|0.641|0.0925|113.082|0.0336|0|4|0.708|7|268120|-4.271|0.253|1|sad|breakup|1
158|3hryyr42qJLxN1xeFS6GRR|Make It To Me|Sam Smith|34|0.632|0.366|0.0988|74.725|0.0623|2.6E-06|4|0.569|1|162732|-8.58|0.241|1|sad|breakup|1
159|6cSsWi1c3ewIEmbqdUWsUM|Unsteady|X Ambassadors|37|0.175|0.662|0.203|107.209|0.057|0.000691|4|0.376|0|193546|-6.124|0.236|1|sad|breakup|3
160|285hMzLhJwHVLe9QT9qilk|Breakeven|The Script|72|0.144|0.696|0.0835|94.034|0.0242|0|4|0.63|10|261427|-4.501|0.491|1|sad|breakup|1
161|5dTJMpqiELczVuHJP3OAEu|This Town|Niall Horan|70|0.711|0.407|0.126|111.916|0.0297|0|4|0.69|9|232600|-7.739|0.181|1|sad|breakup|2
162|2VjtYe7gpfUi2OkGxR2O2z|Look What You Made Me Do|Taylor Swift|19|0.21|0.671|0.129|128.072|0.142|1.12E-05|4|0.767|9|211859|-6.416|0.474|0|sad|breakup|1
163|5yVIlYEHZxQVLyInCdldoS|Impossible|James Arthur|77|0.141|0.696|0.11|169.515|0.0949|0|4|0.376|0|209440|-4.785|0.303|0|sad|breakup|3
164|1F6oGPF75u9RuHH4BGx9Bf|We Are Never Ever Getting Back Together|Taylor Swift|35|0.0105|0.685|0.126|86.059|0.12|2.22E-05|4|0.624|7|193147|-5.902|0.781|1|sad|breakup|2
165|4wf0ZHAJqLLoiFYR9IRwco|Bad Blood|Taylor Swift|24|0.0871|0.802|0.148|170.157|0.181|6.45E-06|4|0.652|7|211933|-6.114|0.295|1|sad|breakup|1
166|26eccs3bbw6DMekFwZbdL2|You Belong With Me|Taylor Swift|22|0.164|0.771|0.112|129.964|0.0384|2.46E-05|4|0.687|6|231147|-4.424|0.445|1|sad|breakup|1
167|5O3eNPhckrOCxIBtR5SQLN|Hey There Delilah|Plain White T's|37|0.884|0.296|0.114|103.981|0.0282|0|4|0.655|2|232533|-10.578|0.31|1|sad|breakup|1
168|580t2NTEMOuCHV1sN3uhyD|Blank Space|Taylor Swift|39|0.085|0.678|0.13|96.009|0.0646|1.64E-06|4|0.752|5|231827|-5.421|0.583|1|sad|breakup|1
169|2Vnlp4eguqFL5f3c132QV5|The Story Of Us|Taylor Swift|14|0.000315|0.855|0.0419|139.92|0.0467|0.00161|4|0.575|9|265680|-4.827|0.84|1|sad|breakup|1
170|6Ip2cRorqGsD0Xo5HvDXmF|You Belong With Me|Taylor Swift|54|0.162|0.783|0.114|129.964|0.0386|1.35E-05|4|0.687|6|231133|-4.44|0.443|1|sad|breakup|1
171|0efGYGBPxaD1mv8CtvkTEc|Lost Without You (feat. Ilira)|James Carter|1|0.33|0.658|0.21|100.161|0.0557|5.67E-06|4|0.684|9|177918|-4.975|0.327|0|sad|breakup|1
172|2goLsvvODILDzeeiT4dAoR|Believe|Cher|77|0.0082|0.917|0.0509|132.975|0.0548|0|4|0.652|6|239027|-6.72|0.459|1|sad|breakup|2
173|0mel2N9Ws9r4yLQn5QE21Y|Too Good At Goodbyes - Edit|Sam Smith|31|0.658|0.378|0.177|91.835|0.0533|0|4|0.653|5|201000|-8.273|0.54|1|sad|breakup|4
174|152lZdxL1OR0ZMW6KquMif|Location|Khalid|86|0.33|0.449|0.0898|80.126|0.425|0.000162|4|0.736|1|219080|-11.462|0.326|0|sad|breakup|3
175|52Qu0no0NBho3zyRmjlsHn|Another Sad Love Song|Khalid|77|0.412|0.472|0.0836|107.014|0.0873|6.76E-05|4|0.834|5|244747|-7.777|0.517|0|sad|breakup|3
176|4VPXFi4vFTtS9wHe6oMQaT|I Can't Fall in Love Without You|Zara Larsson|77|0.784|0.332|0.146|130.813|0.0338|0.000122|4|0.485|4|180640|-9.244|0.273|1|sad|breakup|5
177|7h70RTLbnhDyPGXjl3iEhh|Need You Now|Lady Antebellum|56|0.0298|0.717|0.243|107.884|0.0318|0.000186|4|0.581|4|236440|-4.433|0.316|1|sad|breakup|1
178|7apw8m9lHQjvuUVfMAm4kZ|Higher Love|James Vincent McMorrow|60|0.962|0.119|0.106|89.862|0.05|0.000348|4|0.323|5|215590|-17.892|0.176|1|sad|breakup|2
179|7nm68uKwGwMqznlOSBxhps|Wasn't Expecting That|Jamie Lawson|64|0.424|0.415|0.111|90.483|0.0437|0.000299|4|0.591|6|201072|-6.936|0.197|1|sad|breakup|2
180|5JDcQAztvZTIkrWoZihgvC|A Drop In The Ocean|Ron Pope|73|0.785|0.393|0.28|73.139|0.038|0|3|0.447|5|220239|-8.65|0.564|1|sad|breakup|4
181|4VuS959DSpr82t3qBqCrWG|Supermarket Flowers|Ed Sheeran|82|0.914|0.242|0.0887|89.749|0.0442|0|4|0.589|6|221107|-10.517|0.257|1|sad|breakup|4
182|39afswHs17v53znQm1gDTY|Take A Bow - Main|Rihanna|64|0.248|0.47|0.0852|82.007|0.0659|0|4|0.708|9|229413|-7.59|0.536|1|sad|breakup|2
183|5fVZC9GiM4e8vu99W0Xf6J|How to Save a Life|The Fray|83|0.269|0.743|0.101|122.035|0.0379|0|4|0.64|10|262533|-4.08|0.361|1|sad|breakup|5
184|0zMzyHAeMvwq5CRstru1Fp|Lost Boy|Ruth B.|69|0.963|0.128|0.0858|123.498|0.0496|0|4|0.586|7|276067|-9.297|0.371|1|sad|breakup|2
185|5zxQ2ntel2k64OWYJk9J5W|Hurt Like We Did|FO&O|49|0.887|0.14|0.153|136.71|0.0586|0|4|0.733|0|188760|-10.902|0.357|1|sad|breakup|1
186|3Nbcx1svCSzmyYG2I81YCZ|Up|Olly Murs|68|0.0193|0.845|0.101|114.948|0.0339|0|4|0.69|9|224293|-4.676|0.638|1|sad|breakup|1
187|161DnLWsx1i3u1JT05lzqU|Talking To The Moon|Bruno Mars|73|0.512|0.606|0.106|145.837|0.0301|0|4|0.523|1|217867|-4.754|0.065|0|sad|breakup|2
188|2ekn2ttSfGqwhhate0LSR0|New Rules|Dua Lipa|89|0.00261|0.7|0.153|116.073|0.0694|1.56E-05|4|0.762|9|209320|-6.021|0.608|0|sad|breakup|4
189|3M7Ab3IGSb7vNoLWqDbXVF|Goodbye My Lover|James Blunt|59|0.953|0.261|0.0903|89.567|0.0512|0.00342|4|0.432|4|258653|-12.591|0.273|1|sad|breakup|1
190|1CxN94CVFYcCBzUV2Vx5E2|Chainsaw|Nick Jonas|56|0.138|0.683|0.0736|85.033|0.0406|0|4|0.599|2|199520|-4.493|0.304|1|sad|breakup|1
191|5kofSEc4sxfuss9ukfSw9L|You're Such A|Hailee Steinfeld|31|0.00601|0.694|0.38|176.018|0.172|2.05E-06|4|0.619|11|216333|-6.279|0.661|1|sad|breakup|1
192|5Htb1uFQ1KrkFXlefS8oGj|Tell Me You Love Me|Demi Lovato|40|0.0247|0.592|0.181|82.05|0.0566|0|4|0.516|3|236987|-5.465|0.271|0|sad|breakup|2
193|6zyXWcXGiyl3HHTR5s9bw2|You Don't Do It For Me Anymore|Demi Lovato|26|0.0936|0.437|0.0765|127.685|0.0523|0|3|0.511|8|197720|-6.417|0.113|1|sad|breakup|1
194|4Qo1Au6jayUL4UOaJQrjpi|Lonely|Demi Lovato|25|0.458|0.355|0.085|90.065|0.122|0|4|0.706|11|281880|-7.911|0.378|0|sad|breakup|1
195|5aFQU3VPCQ3YGfKBA4tLfj|1-800-273-8255|Logic|46|0.568|0.572|0.198|100.041|0.0373|1.52E-06|4|0.627|5|250173|-7.738|0.361|0|sad|breakup|2
196|0tgVpDi06FyKpA1z0VMD4v|Perfect|Ed Sheeran|90|0.163|0.448|0.106|95.05|0.0232|0|3|0.599|8|263400|-6.312|0.168|1|sad|breakup|3
197|1oQZk2bKBLgP1cbuFKvjkq|If I Were a Boy|Beyonc|70|0.0953|0.504|0.308|89.946|0.0334|0|4|0.63|6|249867|-6.152|0.487|1|sad|breakup|1
198|0jdny0dhgjUwoIp5GkqEaA|Praying|Kesha|75|0.491|0.39|0.111|73.433|0.0297|0|4|0.576|10|230267|-7.202|0.319|1|sad|breakup|4
199|75JFxkI2RXiU7L9VXzMkle|The Scientist|Coldplay|86|0.727|0.442|0.11|146.448|0.0243|1.71E-05|4|0.56|5|309600|-7.224|0.212|1|sad|breakup|4
200|3vsNteZn6E5qBSSBO78W7b|You're Beautiful|James Blunt|50|0.625|0.547|0.0927|81.997|0.0276|1.54E-05|4|0.674|0|213000|-7.316|0.423|0|sad|breakup|1
201|50PWlIBU7PlGGwzgN8TiFJ|Million Reasons|Lady Gaga|42|0.477|0.449|0.107|129.889|0.0451|0|4|0.668|0|205280|-7.897|0.154|1|sad|breakup|1
202|2EcsgXlxz99UMDSPg5T8RF|Beneath Your Beautiful|Labrinth|70|0.228|0.522|0.104|83.977|0.036|0|4|0.558|2|271813|-5.857|0.228|1|sad|breakup|4
203|7kSLdGdXLey7pzLsWpdg1h|Little Things|One Direction|76|0.788|0.222|0.205|110.095|0.0329|0|4|0.707|7|219640|-11.716|0.556|1|sad|breakup|6
204|5kApwSRDqF5CKclVLw1FBM|Dead|Madison Beer|74|0.4|0.7|0.183|103.072|0.211|0|4|0.583|2|194827|-4.969|0.553|0|sad|breakup|4
205|0UAB340gAcSMk3r0a8PTag|More Than This|One Direction|60|0.0607|0.715|0.274|151.809|0.0315|0|4|0.498|0|229107|-4.446|0.225|1|sad|breakup|1
206|4WVRFif4gqrzSwEiABrbBn|Latch|Daniela Andrade|53|0.897|0.0876|0.107|93.773|0.0899|0|4|0.52|9|217500|-12.253|0.152|0|sad|breakup|1
207|13xxBnXOuiBxVxJI458B0i|Unfaithful|Rihanna|74|0.839|0.391|0.227|144.069|0.0334|0|4|0.588|0|226973|-8.607|0.349|0|sad|breakup|2
208|6sxTH1KkX0gdAVWLjleobR|The Breakup|LANY|22|0.101|0.709|0.303|116.102|0.0788|0.0477|4|0.557|1|236693|-5.365|0.554|1|sad|breakup|1
209|2JUaGpCrD8tywgj9MeLFbb|Someone Else|LANY|60|0.31|0.659|0.108|140|0.0305|0.105|3|0.486|10|232713|-5.978|0.173|1|sad|breakup|3
210|4XE98WRGbBGRZ7jQ9wIwFt|Fuck You|Lily Allen|59|0.0271|0.904|0.06|130.009|0.0437|0.000303|4|0.775|1|219893|-4.08|0.84|0|sad|breakup|1
211|6nIE1oCE4udqMGv3bqVNVb|Half a Heart|One Direction|68|0.286|0.714|0.118|155.954|0.0348|0|4|0.515|0|188547|-4.516|0.495|1|sad|breakup|3
212|6uFsE1JgZ20EXyU0JQZbUR|Look What You Made Me Do|Taylor Swift|23|0.213|0.68|0.122|128.062|0.141|1.57E-05|4|0.773|9|211859|-6.378|0.497|0|sad|breakup|2
213|5Gd19NupVe5X8bAqxf9Iaz|Gorgeous|Taylor Swift|11|0.0652|0.529|0.218|91.981|0.175|1.25E-05|4|0.791|7|209680|-6.87|0.428|1|sad|breakup|1
214|4cAXvxzp3q7NIg0gFXjjvi|Style|Taylor Swift|33|0.00256|0.786|0.117|95.021|0.0382|0.00143|4|0.598|2|231000|-5.572|0.456|1|sad|breakup|1
215|2si9smgJqjB3aCRpzz6rYE|Everything Has Changed|Taylor Swift|34|0.349|0.475|0.336|80.029|0.0283|2.57E-06|4|0.631|6|245413|-6.66|0.426|1|sad|breakup|2
216|5WfhXulggG0c6WoVeMPA8N|Shake It Off|Taylor Swift|43|0.0561|0.785|0.148|160.02|0.165|0|4|0.648|7|219200|-5.414|0.943|1|sad|breakup|1
217|6RjKVXi31fui9m4dbiGRrL|I Knew You Were Trouble|Taylor Swift|37|0.00593|0.467|0.0361|76.76|0.0461|1.65E-06|4|0.499|6|219720|-6.744|0.637|1|sad|breakup|1
218|2OlWBmSjf1aUPGLNf0UI5A|One Last Time|Ariana Grande|47|0.093|0.593|0.096|125.026|0.0323|1.65E-06|4|0.628|8|197267|-5.036|0.104|1|sad|breakup|3
219|5Urkia74Of92bkvXda0ntZ|You're Not Sorry|Taylor Swift|34|0.146|0.452|0.108|133.959|0.027|1.36E-06|4|0.475|6|261787|-4.134|0.276|1|sad|breakup|1
220|4tXsR2Hv3l85TQTwgEn3Um|Teardrops On My Guitar|Taylor Swift|24|0.288|0.417|0.119|99.953|0.0231|0|4|0.621|10|203040|-6.941|0.289|1|sad|breakup|1
221|5iCNGpefoPQacY2ktlUtEG|Say It to My Face|Madison Beer|52|0.169|0.566|0.276|113.884|0.435|0|4|0.753|11|189695|-4.763|0.591|0|sad|breakup|1
222|4uQY80TKE1u4ZQZQKHzVEi|The One That Got Away|Katy Perry|58|0.000812|0.795|0.156|133.971|0.0355|1.02E-06|4|0.691|1|227333|-4.021|0.876|0|sad|breakup|1
223|2YlZnw2ikdb837oKMKjBkW|Like I'm Gonna Lose You|Meghan Trainor|80|0.4|0.53|0.177|108.038|0.0434|0|3|0.63|0|225053|-7.259|0.417|1|sad|breakup|5
224|4LWIp8HAFxpfg37mnxHqCS|Never Be Alone|Shawn Mendes|66|0.514|0.466|0.0781|199.835|0.0353|5.8E-05|4|0.376|10|215813|-6.927|0.276|1|sad|breakup|1
225|7pJgjBf82BrUQ3z7HdQvW1|The Heart Wants What It Wants|Selena Gomez|34|0.049|0.786|0.142|83.048|0.0397|0|4|0.619|7|227360|-4.938|0.628|0|sad|breakup|3
226|2RPNCUaDL2ixoY9wGpoJoQ|Unconditionally|Katy Perry|35|0.00357|0.729|0.209|129.003|0.0387|0|4|0.555|7|228879|-4.813|0.369|1|sad|breakup|2
227|2nLtzopw4rPReszdYBJU6h|Numb|Linkin Park|83|0.0046|0.863|0.639|110.018|0.0381|0|4|0.496|9|185587|-4.153|0.243|1|sad|breakup|3
228|4sI0O0WHXov7HHYLgsyhIt|Till Dawn|Nina June|0|0.623|0.37|0.11|97.978|0.0572|0.101|4|0.747|7|191158|-10.079|0.0814|1|sad|breakup|1
229|6NRzwNXPyXUVY7I6Jp8zPl|I Miss You (feat. Julia Michaels) - Tokio Myers Remix|Clean Bandit|47|0.75|0.364|0.154|113.304|0.0457|0|3|0.456|0|188755|-8.3|0.142|0|sad|breakup|1
230|248OFOZef6ShXv6DGgbnxU|Saved|Khalid|81|0.189|0.448|0.118|81.044|0.138|0|4|0.739|10|206533|-10.28|0.553|0|sad|breakup|2
231|4cxMGhkinTocPSVVKWIw0d|Losin Control|Russ|81|0.515|0.245|0.102|96.992|0.138|0.000154|4|0.759|6|237507|-6.545|0.209|1|sad|breakup|3
232|5k38wzpLb15YgncyWdTZE4|Him & I (with Halsey)|G-Eazy|83|0.0534|0.731|0.308|87.908|0.0868|0|4|0.589|2|268867|-6.343|0.191|1|sad|breakup|3
233|00OfiD6zM2ivfpeAebzMqH|STFU|mansionz|30|0.167|0.479|0.138|134.958|0.182|0|4|0.809|1|230878|-7.44|0.421|0|sad|breakup|1
234|1TPLsNVlofwX1txcE9gZZF|We Find Love|Daniel Caesar|73|0.853|0.363|0.109|78|0.0304|0|4|0.51|5|254919|-8.635|0.426|1|sad|breakup|1
235|1lntL1cI2UIWlxjL5QiN8g|The Other|Lauv|69|0.421|0.553|0.0788|179.629|0.0653|2.63E-06|4|0.38|7|189333|-6.621|0.384|1|sad|breakup|4
236|5cDNs4utoHt0WNRZuziews|The Story Never Ends|Lauv|25|0.911|0.126|0.148|119.945|0.0376|0|4|0.614|9|229029|-9.403|0.351|1|sad|breakup|2
237|4qULqxfCRhJAXVc75UupQB|No Broken Hearts (feat. Nicki Minaj)|Bebe Rexha|66|0.0522|0.722|0.0645|122.094|0.045|0|4|0.704|0|239991|-3.524|0.675|1|sad|breakup|1
238|4nNZ4ra9sJnsdixXELkfW5|Does It Feel|Charlie Puth|59|0.177|0.86|0.155|98.995|0.127|0|4|0.61|8|218667|-4.6|0.549|0|sad|breakup|1
239|45OALDywAY1JVLqI8eKF9y|Atmosphere|Bebe Rexha|60|0.0463|0.695|0.136|125.231|0.0752|0|4|0.653|7|191200|-5.604|0.238|1|sad|breakup|1
240|5m2a8MuuMPfKKYeJnoHdvL|All I Ever Need|Austin Mahone|71|0.117|0.647|0.111|129.95|0.0298|0|4|0.708|11|213747|-6.128|0.654|1|sad|breakup|1
241|70CYAL35X3T73qVStJNpZ2|Grand Piano|Nicki Minaj|61|0.889|0.21|0.0784|128.154|0.0307|1.1E-05|4|0.33|4|259107|-10.808|0.135|1|sad|breakup|1
242|0iwsQWgtjSq2kUXuZwTDAL|Home with You|Madison Beer|81|0.067|0.599|0.0952|170.122|0.0878|0|4|0.631|7|190576|-6.137|0.727|0|sad|breakup|1
243|0kF0fz89HNJ1afzJ1IE1rP|Say It to My Face|Madison Beer|62|0.169|0.566|0.276|113.884|0.435|0|4|0.753|11|189695|-4.763|0.591|0|sad|breakup|1
244|6ObpR8ek44tvWefQRcSo8K|Calling All My Lovelies|Bruno Mars|69|0.0392|0.705|0.105|159.996|0.0399|2.38E-06|4|0.662|1|250080|-6.56|0.865|0|sad|breakup|1
245|0B0tYbVp7pDQAqKDhgMeaL|Too Good To Say Goodbye|Bruno Mars|70|0.0389|0.63|0.35|76.97|0.0311|0|4|0.587|2|281827|-6.054|0.433|1|sad|breakup|1
246|0SuG9kyzGRpDqrCWtgD6Lq|Give Me Love|Ed Sheeran|77|0.694|0.328|0.112|116.068|0.0461|0|4|0.526|1|526387|-9.864|0.11|1|sad|breakup|4
247|2a56L9B8RtB4vhzXCYAFFU|Renee|SALES|52|0.755|0.386|0.118|108.957|0.0548|0.00253|4|0.924|9|179125|-8.183|0.424|1|sad|breakup|1
248|2ZNowcE7ehJYEkChoRjSx0|Life Of The Party|Shawn Mendes|35|0.0663|0.614|0.111|113.979|0.0314|0|4|0.667|10|214533|-4.995|0.161|1|sad|breakup|1
249|61iyAeMVUNu7vIVqedsBFB|We Don't Have To Take Our Clothes Off|Ella Eyre|39|0.956|0.176|0.108|97.931|0.0419|5.47E-06|3|0.565|0|236293|-9.254|0.301|0|sad|breakup|3
250|41WTP0gosjYD74B06uS2tL|You Said You'd Grow Old With Me|Michael Schulte|70|0.905|0.347|0.0935|114.441|0.0345|0|4|0.531|0|224743|-7.044|0.289|1|sad|breakup|3
251|5AnCLGg35ziFOloEnXK4uu|Adore You|Miley Cyrus|72|0.111|0.655|0.113|119.759|0.0315|3.57E-06|4|0.583|0|278747|-5.407|0.201|1|sad|breakup|1
252|75ZvA4QfFiZvzhj2xkaWAh|I Fall Apart|Post Malone|89|0.0689|0.538|0.196|143.95|0.0382|0|4|0.556|8|223347|-5.408|0.291|0|sad|breakup|3
253|45Egmo7icyopuzJN0oMEdk|Love Lies (with Normani)|Khalid|89|0.0956|0.648|0.134|143.955|0.0449|0|4|0.708|6|201707|-5.626|0.338|1|sad|breakup|8
254|08bNPGLD8AhKpnnERrAc6G|FRIENDS|Marshmello|90|0.205|0.88|0.128|95.079|0.0504|0|4|0.626|9|202621|-2.384|0.534|0|sad|breakup|3
255|3JBB92odunFru2gOvI91x9|Don't Wanna Be Your Girl|Wet|64|0.638|0.193|0.107|129.979|0.0439|0.0136|4|0.62|0|174093|-13.404|0.155|1|sad|breakup|1
256|5eU8JXd8hFpxs2MvBoL8cB|Don't Need U|Astronomyy|56|0.205|0.524|0.0775|154.302|0.0692|0.00335|4|0.732|2|335000|-7.538|0.176|0|sad|breakup|1
257|2euFxYgFyzElO2Ci7HXQ5x|Sorry|Aquilo|25|0.679|0.295|0.128|115.846|0.0451|0|4|0.457|2|255205|-11.304|0.168|1|sad|breakup|1
258|5Np4b87WtR1myyGiRO8wqO|Hellespont|Simon Herron|12|0.839|0.245|0.122|85.869|0.0321|0.518|3|0.266|6|243564|-12.593|0.188|1|sad|breakup|1
259|2n7Jnh0HIN8gCXB1Zju3k4|Never Over You|Rozzi|42|0.351|0.718|0.123|101.62|0.057|0|4|0.648|1|187067|-5.142|0.327|1|sad|breakup|1
260|4B1rpPmQXwj78wk6aIGwwU|Two Ghosts|Harry Styles|73|0.234|0.407|0.0999|69.387|0.0268|1.86E-06|4|0.386|6|229813|-7.095|0.456|0|sad|breakup|1
261|5LABCxgmP7DATATIJXOh6n|Ever Since New York|Harry Styles|68|0.2|0.537|0.125|127.964|0.0309|3.13E-06|5|0.389|10|253387|-6.761|0.383|1|sad|breakup|1
262|4YutJsNwBBInE8vemufpQ8|Girl Crush - Recorded at Metropolis Studios, London|Harry Styles|72|0.658|0.197|0.109|144.212|0.033|0|3|0.468|4|243805|-11.727|0.249|1|sad|breakup|2
263|7BPd2BMl1OI9oXzoJfGUj9|like that|Bea Miller|29|0.197|0.463|0.492|62.006|0.049|0|4|0.692|6|185547|-5.802|0.332|0|sad|breakup|1
264|5DuacSyULR3rNptMu6i7VR|Water|Jack Garratt|20|0.0254|0.609|0.241|136.035|0.0504|0.5|4|0.583|0|220760|-8.561|0.189|1|sad|breakup|1
265|2dzcB66GdH8qvygIRz1Lcx|Halo Me|Faulkner|26|0.0332|0.702|0.115|120.022|0.0331|0|4|0.569|5|218613|-4.596|0.306|1|sad|breakup|1
266|1tweNeMlwxfeoOXklVibnf|You're Somebody Else|flora cash|45|0.844|0.451|0.105|102.972|0.0294|0.00317|4|0.713|1|218883|-9.64|0.238|1|sad|breakup|1
267|62UQgDAEzQuKDwa0Lf8wt8|Bumper Cars|Alex & Sierra|64|0.805|0.274|0.102|145.067|0.0394|0|4|0.428|3|240173|-7.363|0.176|1|sad|breakup|1
268|4w7yrP4RAeeyhfG9nJqQvS|I Don't Fuck With You|Big Sean|35|0.0349|0.733|0.324|97.972|0.0628|0|4|0.823|1|284387|-5.474|0.397|1|sad|breakup|1
269|18W92Zm1KjLCbUIszOhpkD|I Wanna Know (feat. Bea Miller)|NOTD|82|0.0253|0.725|0.123|119.927|0.0563|0|4|0.661|6|197939|-4.859|0.605|1|sad|breakup|5
270|3ee8Jmje8o58CHK66QrVC2|SAD!|XXXTENTACION|97|0.258|0.613|0.123|75.023|0.145|0.00372|4|0.74|8|166606|-4.88|0.473|1|sad|breakup|5
271|2mdxJLJHzFmiiYdTZ8JcyH|I Fall Apart|Post Malone|47|0.0782|0.55|0.196|143.927|0.0397|0|4|0.565|8|223347|-5.357|0.302|0|sad|breakup|4
272|0WpLeTWD3MZhU58TgKP5cy|Sad!|Kid Travis|59|0.214|0.51|0.0802|134.011|0.095|0|4|0.702|5|150448|-11.896|0.697|0|sad|breakup|1
273|5SxkdsY1ufZzoq9iXceLw9|no tears left to cry|Ariana Grande|76|0.0375|0.696|0.274|121.969|0.0529|5.65E-06|4|0.703|0|205947|-5.482|0.366|1|sad|breakup|6
274|6Ycvx0rIagG5q3gYfpGvvT|I Don't Blame You|Bronzilla|30|0.0338|0.384|0.141|129.993|0.0489|5.03E-06|4|0.733|4|168450|-11.577|0.437|0|sad|breakup|1
275|76cy1WJvNGJTj78UqeA5zr|IDGAF|Dua Lipa|89|0.0403|0.544|0.0824|97.028|0.0943|0|4|0.836|7|217947|-5.975|0.51|1|sad|breakup|8
276|026IC4Vj88QjLlnIPDExhz|Hurt Somebody (With Julia Michaels)|Noah Kahan|45|0.361|0.557|0.249|114.966|0.118|0|4|0.83|1|168640|-5.146|0.492|1|sad|breakup|2
277|33IOhptvC2Qoy2UhjiHXLV|Flames|David Guetta|88|0.0723|0.726|0.0895|93.958|0.0414|8.45E-06|4|0.609|5|195000|-4.346|0.362|0|sad|breakup|3
278|6e40mgJiCid5HRAGrbpGA6|I Want It That Way|Backstreet Boys|80|0.216|0.702|0.159|99.031|0.0261|0|4|0.689|6|213600|-5.642|0.484|0|sad|breakup|2
279|1almCHdsfikRPfVB9VrEdT|Little Do You Know|Alex & Sierra|80|0.746|0.292|0.188|145.879|0.0323|0|4|0.5|0|185200|-8.554|0.37|1|sad|breakup|3
280|39KG4kom3enSx4GTThuDGt|Coaster|Khalid|79|0.935|0.219|0.115|94.021|0.0419|0|4|0.441|8|199120|-14.586|0.244|1|sad|breakup|2
281|0u2P5u6lvoDfwTYjAADbn4|lovely (with Khalid)|Billie Eilish|90|0.934|0.296|0.095|115.284|0.0333|0|4|0.351|4|200186|-10.109|0.12|0|sad|breakup|5
282|1Yd40OrjA8D1F8IgMv5BFI|Stars|Alessia Cara|53|0.871|0.266|0.137|77.992|0.0279|0|4|0.603|2|220213|-7.994|0.421|1|sad|breakup|1
283|3pXyj88DBVg56icQqiVD3P|Sorry.|Bronzilla|23|0.2|0.494|0.0612|140.034|0.0392|0|4|0.505|8|221160|-11.246|0.297|1|sad|breakup|1
284|0CZ8lquoTX2Dkg7Ak2inwA|1950|King Princess|83|0.648|0.535|0.162|71.912|0.107|4.7E-06|4|0.6|4|225133|-7.043|0.269|1|sad|breakup|7
